id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
141136,Male,Urban,High School,<=2L,1,1,7545,1,A,Platinum,50549.45,Medium,<=2L,1,1
141137,Male,Urban,High School,2L-5L,0,6,6909,More than 1,A,Gold,109698.78,Premium,2L-5L,More than 1,1
141138,Female,Urban,Bachelor,More than 10L,1,7,11936,More than 1,A,Gold,98697.36,Premium,More than 10L,More than 1,1
141139,Male,Urban,High School,2L-5L,1,2,6525,1,A,Platinum,46108.11,Low,2L-5L,1,1
141140,Male,Urban,Bachelor,5L-10L,0,4,0,1,A,Platinum,43980.75,Low,5L-10L,1,0
141141,Female,Rural,Bachelor,More than 10L,0,7,0,More than 1,B,Gold,76753.25,Medium,More than 10L,More than 1,0
141142,Female,Urban,Bachelor,2L-5L,0,7,5497,More than 1,A,Platinum,102951.27,Premium,2L-5L,More than 1,1
141143,Male,Urban,High School,5L-10L,0,4,3981,1,A,Gold,45088.42,Low,5L-10L,1,1
141144,Male,Rural,Others,5L-10L,0,6,0,1,B,Silver,43461.39,Low,5L-10L,1,0
141145,Female,Urban,High School,2L-5L,1,7,5343,1,A,Platinum,45518.49,Low,2L-5L,1,1
141146,Female,Rural,High School,More than 10L,0,1,3695,More than 1,C,Gold,87098.09,High,More than 10L,More than 1,1
141147,Male,Urban,Bachelor,2L-5L,1,3,5158,More than 1,B,Silver,96932.25,Premium,2L-5L,More than 1,1
141148,Female,Urban,High School,5L-10L,0,7,3296,1,A,Gold,46169.36,Low,5L-10L,1,1
141149,Male,Urban,High School,2L-5L,0,6,6426,More than 1,A,Gold,110070.21,Premium,2L-5L,More than 1,1
141150,Male,Urban,High School,5L-10L,0,7,13565,More than 1,A,Gold,124077.72,Premium,5L-10L,More than 1,1
141151,Male,Rural,Bachelor,5L-10L,1,7,3570,More than 1,A,Platinum,83807.11,Medium,5L-10L,More than 1,1
141152,Female,Urban,Bachelor,5L-10L,0,6,2630,More than 1,A,Platinum,92780.58,High,5L-10L,More than 1,1
141153,Male,Urban,Bachelor,2L-5L,0,7,6804,1,A,Platinum,49897.2,Medium,2L-5L,1,1
141154,Male,Rural,High School,5L-10L,1,5,0,1,A,Platinum,43279.42,Low,5L-10L,1,0
141155,Male,Urban,High School,2L-5L,1,6,4475,More than 1,B,Silver,83516.64,Medium,2L-5L,More than 1,1
141156,Female,Rural,Bachelor,More than 10L,0,1,2789,1,C,Silver,47776.55,Medium,More than 10L,1,1
141157,Female,Urban,Bachelor,2L-5L,0,2,10212,More than 1,A,Platinum,104088.89,Premium,2L-5L,More than 1,1
141158,Female,Urban,High School,5L-10L,1,4,4173,1,A,Gold,45306.29,Low,5L-10L,1,1
141159,Female,Urban,High School,5L-10L,1,3,2814,1,A,Platinum,45177.49,Low,5L-10L,1,1
141160,Female,Urban,High School,5L-10L,1,4,4117,More than 1,A,Silver,87496.41,High,5L-10L,More than 1,1
141161,Male,Urban,Bachelor,5L-10L,1,8,0,More than 1,A,Platinum,86092.27,High,5L-10L,More than 1,0
141162,Female,Urban,Bachelor,5L-10L,1,7,8465,More than 1,A,Silver,112475.82,Premium,5L-10L,More than 1,1
141163,Male,Urban,High School,2L-5L,0,6,7784,1,A,Gold,50237.57,Medium,2L-5L,1,1
141164,Female,Rural,Bachelor,5L-10L,1,4,0,More than 1,B,Platinum,77081.8,Medium,5L-10L,More than 1,0
141165,Female,Urban,Bachelor,5L-10L,0,4,4109,More than 1,A,Silver,94545.17,High,5L-10L,More than 1,1
141166,Male,Rural,High School,More than 10L,1,8,2497,More than 1,A,Gold,90524.8,High,More than 10L,More than 1,1
141167,Female,Urban,High School,<=2L,0,6,4041,1,A,Gold,46616.83,Low,<=2L,1,1
141168,Female,Rural,Bachelor,5L-10L,0,8,0,More than 1,B,Platinum,77378.94,Medium,5L-10L,More than 1,0
141169,Male,Urban,Bachelor,5L-10L,1,3,2648,1,A,Gold,45690.38,Low,5L-10L,1,1
141170,Male,Rural,Bachelor,More than 10L,0,1,0,1,A,Platinum,43757.48,Low,More than 10L,1,0
141171,Female,Rural,Bachelor,5L-10L,0,6,4207,More than 1,A,Gold,90881.63,High,5L-10L,More than 1,1
141172,Male,Urban,Bachelor,2L-5L,1,7,3233,More than 1,B,Platinum,87666.37,High,2L-5L,More than 1,1
141173,Male,Urban,Bachelor,5L-10L,1,5,3645,More than 1,B,Platinum,80298.31,Medium,5L-10L,More than 1,1
141174,Male,Urban,Bachelor,5L-10L,0,8,6224,More than 1,A,Platinum,106362.26,Premium,5L-10L,More than 1,1
141175,Male,Urban,Bachelor,2L-5L,1,5,0,1,B,Silver,44448.19,Low,2L-5L,1,0
141176,Female,Rural,High School,5L-10L,0,5,0,More than 1,B,Platinum,77730.73,Medium,5L-10L,More than 1,0
141177,Male,Rural,High School,5L-10L,1,7,2844,More than 1,B,Silver,76955.54,Medium,5L-10L,More than 1,1
141178,Female,Urban,High School,5L-10L,1,7,2160,More than 1,A,Platinum,85381.89,High,5L-10L,More than 1,1
141179,Female,Urban,High School,2L-5L,1,3,6122,1,A,Platinum,45094.2,Low,2L-5L,1,1
141180,Male,Urban,High School,2L-5L,1,6,9306,More than 1,A,Platinum,107126.65,Premium,2L-5L,More than 1,1
141181,Male,Rural,Bachelor,5L-10L,1,6,2240,More than 1,B,Silver,79052.47,Medium,5L-10L,More than 1,1
141182,Male,Urban,High School,5L-10L,1,5,9301,1,A,Platinum,49375.53,Medium,5L-10L,1,1
141183,Male,Urban,High School,2L-5L,0,5,5621,More than 1,A,Platinum,112420.29,Premium,2L-5L,More than 1,1
141184,Male,Urban,Bachelor,2L-5L,1,5,4885,More than 1,A,Platinum,97783.98,Premium,2L-5L,More than 1,1
141185,Male,Rural,Bachelor,5L-10L,1,6,2411,More than 1,A,Platinum,80735.25,Medium,5L-10L,More than 1,1
141186,Male,Rural,High School,5L-10L,1,7,3987,1,A,Silver,46538.78,Low,5L-10L,1,1
141187,Female,Rural,Bachelor,5L-10L,1,4,2668,1,B,Silver,47923.79,Medium,5L-10L,1,1
141188,Female,Urban,High School,5L-10L,0,5,5421,1,B,Gold,43147.63,Low,5L-10L,1,1
141189,Female,Urban,High School,2L-5L,0,5,5277,1,A,Platinum,43720.35,Low,2L-5L,1,1
141190,Female,Urban,Bachelor,5L-10L,1,7,9784,More than 1,A,Silver,107968.63,Premium,5L-10L,More than 1,1
141191,Female,Urban,High School,5L-10L,1,1,3890,More than 1,A,Platinum,85317.65,High,5L-10L,More than 1,1
141192,Female,Urban,Bachelor,5L-10L,0,7,9690,More than 1,A,Gold,110585.54,Premium,5L-10L,More than 1,1
141193,Male,Urban,High School,5L-10L,1,8,0,More than 1,A,Platinum,85811.72,High,5L-10L,More than 1,0
141194,Male,Rural,High School,5L-10L,0,5,2420,More than 1,A,Platinum,82709.55,Medium,5L-10L,More than 1,1
141195,Female,Rural,High School,5L-10L,0,7,0,More than 1,A,Gold,86793.46,High,5L-10L,More than 1,0
141196,Male,Urban,Bachelor,5L-10L,1,6,0,More than 1,B,Platinum,77689.18,Medium,5L-10L,More than 1,0
141197,Male,Rural,High School,5L-10L,1,5,0,More than 1,B,Platinum,75153.56,Medium,5L-10L,More than 1,0
141198,Female,Urban,Bachelor,2L-5L,1,6,4108,More than 1,A,Platinum,95250.66,Premium,2L-5L,More than 1,1
141199,Male,Urban,Bachelor,5L-10L,0,5,0,1,A,Gold,43714.01,Low,5L-10L,1,0
141200,Male,Urban,High School,2L-5L,0,6,6378,More than 1,A,Platinum,110710.14,Premium,2L-5L,More than 1,1
141201,Female,Urban,High School,5L-10L,0,1,4919,1,B,Gold,42513.71,Low,5L-10L,1,1
141202,Male,Urban,High School,5L-10L,1,5,3698,More than 1,A,Platinum,89885.34,High,5L-10L,More than 1,1
141203,Male,Urban,High School,2L-5L,1,3,12194,More than 1,B,Silver,100909.36,Premium,2L-5L,More than 1,1
141204,Female,Urban,High School,2L-5L,0,2,6741,1,B,Platinum,50031.24,Medium,2L-5L,1,1
141205,Female,Urban,High School,5L-10L,1,8,4220,More than 1,A,Gold,84332.15,Medium,5L-10L,More than 1,1
141206,Male,Urban,Bachelor,5L-10L,1,3,8347,More than 1,A,Platinum,111814.79,Premium,5L-10L,More than 1,1
141207,Female,Urban,High School,More than 10L,1,4,4120,More than 1,C,Gold,92294.06,High,More than 10L,More than 1,1
141208,Male,Urban,Others,5L-10L,1,8,3341,1,A,Gold,45978.65,Low,5L-10L,1,1
141209,Female,Urban,High School,2L-5L,0,8,7943,More than 1,A,Platinum,118717.84,Premium,2L-5L,More than 1,1
141210,Male,Urban,Bachelor,5L-10L,1,7,8089,1,B,Silver,49182.95,Medium,5L-10L,1,1
141211,Male,Urban,High School,More than 10L,1,5,14367,More than 1,A,Platinum,110373.42,Premium,More than 10L,More than 1,1
141212,Male,Urban,Bachelor,5L-10L,0,6,4139,More than 1,A,Platinum,94078.33,High,5L-10L,More than 1,1
141213,Male,Rural,Bachelor,5L-10L,1,2,3257,More than 1,A,Platinum,83125.77,Medium,5L-10L,More than 1,1
141214,Male,Urban,Bachelor,2L-5L,1,4,9909,More than 1,A,Platinum,117835.71,Premium,2L-5L,More than 1,1
141215,Male,Urban,High School,More than 10L,1,3,0,1,A,Platinum,42944.52,Low,More than 10L,1,0
141216,Male,Urban,High School,5L-10L,1,5,4599,1,A,Gold,43212.91,Low,5L-10L,1,1
141217,Female,Rural,Bachelor,5L-10L,1,0,0,1,B,Silver,46267.58,Low,5L-10L,1,0
141218,Female,Urban,High School,2L-5L,1,8,7575,More than 1,C,Silver,104713.95,Premium,2L-5L,More than 1,1
141219,Female,Rural,High School,5L-10L,1,5,5008,1,A,Platinum,43618.35,Low,5L-10L,1,1
141220,Female,Urban,High School,5L-10L,0,8,2123,More than 1,A,Platinum,89829.6,High,5L-10L,More than 1,1
141221,Male,Rural,Bachelor,5L-10L,1,7,0,1,B,Silver,45296.28,Low,5L-10L,1,0
141222,Male,Urban,Bachelor,5L-10L,1,8,3780,1,B,Silver,46727.39,Low,5L-10L,1,1
141223,Male,Urban,High School,5L-10L,0,5,5822,1,A,Platinum,44798.1,Low,5L-10L,1,1
141224,Male,Urban,Others,More than 10L,0,8,5425,1,C,Gold,44543.33,Low,More than 10L,1,1
141225,Male,Urban,Bachelor,2L-5L,1,7,7021,More than 1,B,Gold,96397.66,Premium,2L-5L,More than 1,1
141226,Female,Urban,High School,5L-10L,0,6,3660,More than 1,A,Silver,93887.85,High,5L-10L,More than 1,1
141227,Male,Rural,Bachelor,5L-10L,1,7,2327,More than 1,A,Silver,83037.12,Medium,5L-10L,More than 1,1
141228,Male,Urban,High School,5L-10L,1,5,4557,1,A,Platinum,44732.89,Low,5L-10L,1,1
141229,Female,Rural,Bachelor,5L-10L,1,6,2563,1,C,Silver,47935.69,Medium,5L-10L,1,1
141230,Male,Urban,Bachelor,More than 10L,1,5,0,1,A,Platinum,43780.37,Low,More than 10L,1,0
141231,Male,Urban,Bachelor,2L-5L,1,4,6160,More than 1,C,Platinum,126762.87,Premium,2L-5L,More than 1,1
141232,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,A,Platinum,79764.85,Medium,5L-10L,More than 1,0
141233,Female,Urban,High School,More than 10L,1,7,3968,More than 1,A,Platinum,86220.88,High,More than 10L,More than 1,1
141234,Male,Urban,High School,5L-10L,1,1,5701,1,A,Platinum,43965.7,Low,5L-10L,1,1
141235,Male,Urban,Bachelor,5L-10L,1,4,4189,1,B,Silver,47743.93,Medium,5L-10L,1,1
141236,Female,Rural,High School,5L-10L,1,1,0,More than 1,B,Platinum,76398.36,Medium,5L-10L,More than 1,0
141237,Female,Rural,High School,5L-10L,1,0,2192,More than 1,A,Gold,82924.78,Medium,5L-10L,More than 1,1
141238,Male,Urban,High School,5L-10L,0,0,4312,More than 1,A,Silver,91562.4,High,5L-10L,More than 1,1
141239,Female,Rural,Bachelor,More than 10L,1,5,2924,More than 1,A,Silver,84366.61,Medium,More than 10L,More than 1,1
141240,Female,Urban,High School,2L-5L,1,7,4829,1,B,Silver,45017.47,Low,2L-5L,1,1
141241,Male,Urban,High School,5L-10L,0,2,3455,1,A,Platinum,44739.55,Low,5L-10L,1,1
141242,Male,Urban,High School,2L-5L,0,6,4192,1,A,Silver,45798.75,Low,2L-5L,1,1
141243,Male,Urban,High School,2L-5L,0,6,7123,More than 1,A,Silver,95438.66,Premium,2L-5L,More than 1,1
141244,Male,Urban,Others,5L-10L,0,6,4164,1,A,Platinum,46485.53,Low,5L-10L,1,1
141245,Male,Urban,Bachelor,2L-5L,0,7,6786,More than 1,A,Platinum,118174.71,Premium,2L-5L,More than 1,1
141246,Female,Urban,High School,More than 10L,0,4,2333,More than 1,A,Platinum,92447.83,High,More than 10L,More than 1,1
141247,Male,Urban,Bachelor,5L-10L,1,2,9788,More than 1,A,Silver,128164.01,Premium,5L-10L,More than 1,1
141248,Male,Rural,High School,5L-10L,0,2,0,More than 1,B,Platinum,78840.79,Medium,5L-10L,More than 1,0
141249,Female,Urban,High School,2L-5L,1,6,3639,More than 1,A,Platinum,86718.59,High,2L-5L,More than 1,1
141250,Female,Urban,Bachelor,5L-10L,1,4,3223,More than 1,A,Platinum,87795.27,High,5L-10L,More than 1,1
141251,Male,Urban,Bachelor,5L-10L,1,4,6475,More than 1,B,Silver,91202.65,High,5L-10L,More than 1,1
141252,Male,Rural,Bachelor,5L-10L,0,1,2325,More than 1,B,Platinum,84142.94,Medium,5L-10L,More than 1,1
141253,Female,Urban,Bachelor,5L-10L,0,1,4404,More than 1,B,Silver,89378.55,High,5L-10L,More than 1,1
141254,Female,Urban,Bachelor,2L-5L,0,6,5192,1,A,Silver,43682.02,Low,2L-5L,1,1
141255,Female,Urban,High School,5L-10L,0,1,2183,More than 1,B,Gold,93150.74,High,5L-10L,More than 1,1
141256,Female,Urban,High School,2L-5L,1,5,5974,More than 1,A,Platinum,94697.68,High,2L-5L,More than 1,1
141257,Female,Urban,Bachelor,More than 10L,1,6,6243,More than 1,A,Platinum,86368.36,High,More than 10L,More than 1,1
141258,Male,Urban,High School,5L-10L,1,1,2401,More than 1,A,Platinum,86513.71,High,5L-10L,More than 1,1
141259,Male,Urban,High School,5L-10L,0,6,3666,More than 1,A,Platinum,95048.47,Premium,5L-10L,More than 1,1
141260,Male,Urban,High School,2L-5L,0,5,4003,More than 1,A,Platinum,96256.82,Premium,2L-5L,More than 1,1
141261,Male,Urban,Bachelor,2L-5L,1,6,8200,More than 1,A,Platinum,112342.96,Premium,2L-5L,More than 1,1
141262,Female,Urban,High School,More than 10L,0,6,5516,1,C,Gold,42644.25,Low,More than 10L,1,1
141263,Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Gold,86309.21,High,5L-10L,More than 1,0
141264,Male,Rural,Bachelor,2L-5L,1,6,3359,1,B,Platinum,51341.83,Medium,2L-5L,1,1
141265,Female,Rural,High School,5L-10L,1,5,0,More than 1,A,Platinum,80682.16,Medium,5L-10L,More than 1,0
141266,Male,Urban,High School,5L-10L,0,3,3772,More than 1,A,Gold,94121.53,High,5L-10L,More than 1,1
141267,Female,Urban,High School,5L-10L,1,2,5900,More than 1,A,Gold,89146.25,High,5L-10L,More than 1,1
141268,Male,Rural,High School,5L-10L,1,4,2213,1,A,Platinum,46184.45,Low,5L-10L,1,1
141269,Male,Urban,Bachelor,More than 10L,0,6,6938,More than 1,A,Silver,109515.24,Premium,More than 10L,More than 1,1
141270,Male,Rural,High School,More than 10L,1,2,3926,1,B,Silver,46674.09,Low,More than 10L,1,1
141271,Female,Urban,High School,2L-5L,0,5,6532,More than 1,B,Platinum,97500.55,Premium,2L-5L,More than 1,1
141272,Male,Urban,High School,5L-10L,1,3,0,More than 1,B,Platinum,77880.1,Medium,5L-10L,More than 1,0
141273,Female,Rural,Bachelor,More than 10L,1,1,6740,More than 1,B,Gold,85326.09,High,More than 10L,More than 1,1
141274,Female,Urban,High School,5L-10L,0,6,8155,More than 1,B,Silver,104722.64,Premium,5L-10L,More than 1,1
141275,Male,Urban,High School,2L-5L,0,2,0,More than 1,B,Silver,88057.1,High,2L-5L,More than 1,0
141276,Male,Urban,Bachelor,2L-5L,1,1,4212,1,C,Silver,46328.33,Low,2L-5L,1,1
141277,Male,Urban,Bachelor,5L-10L,1,8,4118,More than 1,C,Platinum,96172.47,Premium,5L-10L,More than 1,1
141278,Male,Urban,High School,5L-10L,1,3,18356,More than 1,A,Platinum,131921.66,Premium,5L-10L,More than 1,1
141279,Male,Rural,Bachelor,More than 10L,0,4,2165,1,B,Silver,46352.29,Low,More than 10L,1,1
141280,Male,Rural,High School,More than 10L,0,8,0,More than 1,A,Platinum,80527.86,Medium,More than 10L,More than 1,0
141281,Female,Rural,High School,5L-10L,1,2,0,More than 1,A,Platinum,80664.98,Medium,5L-10L,More than 1,0
141282,Male,Urban,Bachelor,5L-10L,0,7,4061,More than 1,B,Platinum,88253.53,High,5L-10L,More than 1,1
141283,Female,Rural,High School,5L-10L,0,0,2357,1,B,Gold,46295.7,Low,5L-10L,1,1
141284,Male,Urban,High School,5L-10L,1,6,7660,1,A,Gold,51662.36,Medium,5L-10L,1,1
141285,Male,Urban,High School,5L-10L,1,5,4174,More than 1,C,Gold,97992.73,Premium,5L-10L,More than 1,1
141286,Female,Urban,High School,5L-10L,1,5,0,More than 1,A,Platinum,86076.9,High,5L-10L,More than 1,0
141287,Female,Rural,High School,More than 10L,1,1,8063,1,A,Platinum,48511.95,Medium,More than 10L,1,1
141288,Female,Urban,Bachelor,5L-10L,1,2,2990,1,A,Silver,45256.21,Low,5L-10L,1,1
141289,Female,Urban,High School,5L-10L,0,3,7169,More than 1,A,Platinum,98264.26,Premium,5L-10L,More than 1,1
141290,Female,Urban,Bachelor,5L-10L,0,2,9399,More than 1,A,Gold,117245.41,Premium,5L-10L,More than 1,1
141291,Female,Rural,High School,5L-10L,0,4,0,More than 1,B,Gold,80912.31,Medium,5L-10L,More than 1,0
141292,Female,Rural,Bachelor,More than 10L,1,6,0,More than 1,A,Gold,87256.99,High,More than 10L,More than 1,0
141293,Male,Urban,Bachelor,2L-5L,0,4,6157,More than 1,B,Platinum,89811.21,High,2L-5L,More than 1,1
141294,Male,Urban,Bachelor,5L-10L,0,2,4389,1,A,Gold,45989.43,Low,5L-10L,1,1
141295,Female,Urban,High School,2L-5L,1,2,4895,1,A,Gold,41802.26,Low,2L-5L,1,1
141296,Male,Rural,High School,5L-10L,0,8,11107,More than 1,A,Gold,119718.79,Premium,5L-10L,More than 1,1
141297,Male,Urban,High School,More than 10L,1,6,0,More than 1,A,Platinum,85659.71,High,More than 10L,More than 1,0
141298,Male,Urban,High School,5L-10L,1,8,3619,More than 1,A,Gold,87640.28,High,5L-10L,More than 1,1
141299,Male,Urban,High School,2L-5L,0,0,14013,More than 1,A,Platinum,113116.22,Premium,2L-5L,More than 1,1
141300,Female,Urban,Bachelor,2L-5L,1,5,9192,More than 1,A,Platinum,110303.59,Premium,2L-5L,More than 1,1
141301,Male,Urban,Bachelor,5L-10L,0,4,4012,More than 1,A,Platinum,94505.9,High,5L-10L,More than 1,1
141302,Male,Rural,High School,5L-10L,0,6,3043,More than 1,B,Platinum,79212.57,Medium,5L-10L,More than 1,1
141303,Female,Rural,Bachelor,5L-10L,1,3,0,More than 1,A,Platinum,80864.76,Medium,5L-10L,More than 1,0
141304,Male,Urban,High School,5L-10L,1,3,11000,More than 1,A,Gold,111191.18,Premium,5L-10L,More than 1,1
141305,Female,Rural,High School,5L-10L,0,6,0,More than 1,A,Platinum,81792.81,Medium,5L-10L,More than 1,0
141306,Female,Urban,High School,5L-10L,0,7,4119,1,A,Gold,45840.92,Low,5L-10L,1,1
141307,Female,Rural,High School,5L-10L,0,7,0,More than 1,C,Silver,84107.61,Medium,5L-10L,More than 1,0
141308,Female,Rural,High School,5L-10L,0,5,3744,More than 1,A,Silver,86251.95,High,5L-10L,More than 1,1
141309,Male,Rural,Bachelor,2L-5L,0,8,8464,More than 1,B,Platinum,92084.99,High,2L-5L,More than 1,1
141310,Male,Urban,Bachelor,5L-10L,0,5,2763,More than 1,C,Silver,96174.72,Premium,5L-10L,More than 1,1
141311,Female,Urban,High School,5L-10L,1,3,2144,More than 1,A,Gold,86689.58,High,5L-10L,More than 1,1
141312,Male,Rural,High School,5L-10L,1,4,2612,1,B,Platinum,46360.03,Low,5L-10L,1,1
141313,Female,Urban,Bachelor,5L-10L,1,4,5473,1,A,Platinum,42985.8,Low,5L-10L,1,1
141314,Male,Urban,High School,2L-5L,1,5,4168,More than 1,A,Gold,91312.78,High,2L-5L,More than 1,1
141315,Male,Rural,High School,5L-10L,1,7,5548,1,C,Gold,45578.86,Low,5L-10L,1,1
141316,Female,Rural,High School,5L-10L,1,8,0,More than 1,B,Platinum,75672.41,Medium,5L-10L,More than 1,0
141317,Male,Urban,Bachelor,2L-5L,0,6,13890,More than 1,B,Platinum,98242.99,Premium,2L-5L,More than 1,1
141318,Male,Urban,High School,2L-5L,1,7,4178,More than 1,A,Platinum,92188.46,High,2L-5L,More than 1,1
141319,Male,Urban,High School,5L-10L,1,2,4312,More than 1,A,Platinum,89813.91,High,5L-10L,More than 1,1
141320,Male,Urban,High School,2L-5L,1,5,6405,1,A,Platinum,46168.42,Low,2L-5L,1,1
141321,Male,Urban,Bachelor,2L-5L,1,4,9350,More than 1,B,Platinum,101976.64,Premium,2L-5L,More than 1,1
141322,Male,Rural,Bachelor,5L-10L,0,1,0,More than 1,A,Platinum,77942.15,Medium,5L-10L,More than 1,0
141323,Male,Urban,Bachelor,<=2L,1,8,8617,1,A,Platinum,50296.93,Medium,<=2L,1,1
141324,Female,Rural,Bachelor,5L-10L,1,8,5096,More than 1,B,Silver,86523.88,High,5L-10L,More than 1,1
141325,Male,Urban,High School,5L-10L,0,3,19396,More than 1,A,Platinum,102814.6,Premium,5L-10L,More than 1,1
141326,Female,Urban,Bachelor,2L-5L,0,4,2196,More than 1,B,Platinum,90998.23,High,2L-5L,More than 1,1
141327,Male,Urban,Bachelor,5L-10L,1,1,4166,More than 1,A,Platinum,87199.75,High,5L-10L,More than 1,1
141328,Female,Rural,Bachelor,2L-5L,1,7,0,More than 1,B,Platinum,77045.42,Medium,2L-5L,More than 1,0
141329,Male,Rural,Bachelor,More than 10L,1,6,3364,More than 1,B,Platinum,77309.35,Medium,More than 10L,More than 1,1
141330,Male,Rural,High School,More than 10L,0,5,0,1,A,Platinum,43561.56,Low,More than 10L,1,0
141331,Male,Urban,High School,5L-10L,1,2,5210,More than 1,A,Platinum,90204.06,High,5L-10L,More than 1,1
141332,Male,Rural,High School,5L-10L,0,5,2198,More than 1,A,Platinum,82228.79,Medium,5L-10L,More than 1,1
141333,Female,Urban,Bachelor,5L-10L,1,7,11355,More than 1,A,Platinum,105658.93,Premium,5L-10L,More than 1,1
141334,Female,Rural,Bachelor,2L-5L,1,4,2601,More than 1,B,Silver,78830.19,Medium,2L-5L,More than 1,1
141335,Female,Urban,High School,2L-5L,0,4,6585,More than 1,B,Platinum,95326.75,Premium,2L-5L,More than 1,1
141336,Female,Urban,Bachelor,2L-5L,0,7,4691,More than 1,A,Platinum,102711.52,Premium,2L-5L,More than 1,1
141337,Male,Rural,Bachelor,More than 10L,0,8,4870,1,A,Silver,46291.45,Low,More than 10L,1,1
141338,Male,Urban,High School,5L-10L,1,7,4008,More than 1,C,Platinum,94253.54,High,5L-10L,More than 1,1
141339,Male,Urban,Bachelor,5L-10L,1,2,4022,More than 1,A,Platinum,87445.2,High,5L-10L,More than 1,1
141340,Male,Urban,High School,More than 10L,0,7,3359,1,A,Platinum,45982.78,Low,More than 10L,1,1
141341,Male,Urban,High School,2L-5L,1,7,4221,1,A,Silver,45695.69,Low,2L-5L,1,1
141342,Female,Rural,Bachelor,5L-10L,1,7,3426,1,C,Platinum,48831.89,Medium,5L-10L,1,1
141343,Female,Urban,High School,5L-10L,0,5,6492,More than 1,A,Platinum,105709.56,Premium,5L-10L,More than 1,1
141344,Female,Urban,Bachelor,2L-5L,1,4,4859,More than 1,B,Platinum,90948.06,High,2L-5L,More than 1,1
141345,Male,Urban,High School,5L-10L,0,7,5963,More than 1,A,Gold,92019.17,High,5L-10L,More than 1,1
141346,Male,Urban,High School,More than 10L,1,3,2816,More than 1,A,Platinum,85913.51,High,More than 10L,More than 1,1
141347,Female,Urban,High School,2L-5L,1,7,4153,1,A,Silver,45695.34,Low,2L-5L,1,1
141348,Male,Rural,Others,5L-10L,1,6,0,1,A,Silver,43153.93,Low,5L-10L,1,0
141349,Male,Urban,High School,5L-10L,1,7,3555,1,A,Gold,46132.59,Low,5L-10L,1,1
141350,Male,Urban,Bachelor,2L-5L,1,5,4007,More than 1,A,Platinum,89666.33,High,2L-5L,More than 1,1
141351,Male,Urban,High School,More than 10L,0,1,6403,More than 1,A,Platinum,100025.73,Premium,More than 10L,More than 1,1
141352,Male,Rural,Bachelor,5L-10L,1,1,8038,More than 1,B,Gold,96294.63,Premium,5L-10L,More than 1,1
141353,Male,Urban,Bachelor,2L-5L,0,4,7654,More than 1,B,Platinum,102235.08,Premium,2L-5L,More than 1,1
141354,Female,Urban,Bachelor,5L-10L,1,3,6704,1,A,Platinum,49562.45,Medium,5L-10L,1,1
141355,Male,Rural,Bachelor,2L-5L,0,6,3085,1,B,Gold,51202.86,Medium,2L-5L,1,1
141356,Female,Urban,High School,More than 10L,0,5,5182,More than 1,A,Platinum,102409.94,Premium,More than 10L,More than 1,1
141357,Male,Urban,Bachelor,5L-10L,1,7,3661,More than 1,A,Platinum,87297.66,High,5L-10L,More than 1,1
141358,Female,Urban,Bachelor,5L-10L,0,1,10961,More than 1,A,Platinum,112644.67,Premium,5L-10L,More than 1,1
141359,Male,Urban,High School,5L-10L,0,4,6697,1,A,Platinum,48206.79,Medium,5L-10L,1,1
141360,Male,Urban,High School,More than 10L,0,6,5718,More than 1,B,Silver,85473.37,High,More than 10L,More than 1,1
141361,Male,Rural,Bachelor,5L-10L,1,6,2068,1,B,Silver,44413.97,Low,5L-10L,1,1
141362,Male,Urban,Bachelor,5L-10L,1,6,4118,More than 1,A,Platinum,90227.6,High,5L-10L,More than 1,1
141363,Male,Urban,Bachelor,2L-5L,0,6,4609,More than 1,B,Silver,89629.2,High,2L-5L,More than 1,1
141364,Male,Urban,Bachelor,5L-10L,0,6,4320,1,A,Gold,48048.59,Medium,5L-10L,1,1
141365,Male,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,76361.0,Medium,5L-10L,More than 1,0
141366,Male,Urban,High School,5L-10L,0,2,7003,1,A,Gold,50121.95,Medium,5L-10L,1,1
141367,Male,Urban,High School,5L-10L,0,7,4954,1,C,Platinum,46783.82,Low,5L-10L,1,1
141368,Female,Urban,Others,<=2L,0,7,7137,More than 1,B,Platinum,101160.93,Premium,<=2L,More than 1,1
141369,Male,Rural,Bachelor,5L-10L,0,8,4894,1,B,Gold,46251.32,Low,5L-10L,1,1
141370,Female,Urban,High School,2L-5L,1,1,8599,More than 1,A,Gold,111291.34,Premium,2L-5L,More than 1,1
141371,Male,Urban,High School,5L-10L,0,5,3984,More than 1,A,Silver,92383.79,High,5L-10L,More than 1,1
141372,Female,Urban,Bachelor,2L-5L,0,4,13650,More than 1,A,Platinum,124235.56,Premium,2L-5L,More than 1,1
141373,Female,Urban,Bachelor,2L-5L,1,6,6168,More than 1,A,Silver,99960.24,Premium,2L-5L,More than 1,1
141374,Female,Rural,Bachelor,2L-5L,0,4,3338,More than 1,B,Gold,83748.01,Medium,2L-5L,More than 1,1
141375,Male,Rural,High School,5L-10L,1,5,5918,More than 1,B,Silver,80034.99,Medium,5L-10L,More than 1,1
